qid,query,answer_relation,answer_norm,answer_metric,answer_type,query_entity,relation,context
2565,how many jipmer colleges in india,=,2.0,,jipmer college,"('india',)",,()
2066,how many hymns are in a catholic mass,=,4.0,,hymn,"('catholic',)",,"('mass',)"
3686,how many niv translations are there,=,177.0,,niv translation,(),,"('there',)"
1331,how many customers does enmax have,=,670000.0,,customer,"('enmax',)",,()
1496,how many fca dealers in the us,=,2400.0,,fca dealer,"('us',)",,()
3118,how many lhd supra were made,=,351.0,,,"('supra',)",made,"('lhd',)"
6045,how many customers does zscaler have,=,2800.0,,customer,"('zscaler',)",,()
2745,how many kawasaki h2 made,=,120.0,,kawasaki,"('h2',)",made,()
5559,how many wazir in pakistan,=,25.0,,wazir,"('pakistan',)",,()
4061,how many osi layers,=,7.0,,osi layer,(),,()
5682,how many wto members,=,164.0,,wto member,(),,()
1202,how many sprays eau de parfum,=,3.0,,spray,"('parfum', 'eau de parfum')",eau,()
1449,how many times was jr ewing married,=,2.0,,time,"('jr',)",ewing,"('married',)"
4744,how many shg in india,=,33000000.0,,shg,"('india',)",,()
3770,how many types of nrv,=,2.0,,type,"('nrv',)",,()
1774,how many gpf is my toilet,=,1.6,,gpf,(),,"('toilet',)"
3521,how many myanmar in usa,=,100200.0,,,"('myanmar', 'usa')",,()
1084,how many doctors in the us,=,1100000.0,,doctor,"('us',)",,()
3061,how many lch in indian army,=,114.0,,,"('army',)",lch,"('indian',)"
2272,how many imt in india,=,4.0,,,"('imt', 'india')",,()
46,how many adidas stores in the us,=,30.0,,adidas store,"('us',)",,()
545,how many bop it games are there,=,6.0,,game,(),bop,"('there',)"
747,how many time zones in china,=,1.0,,time zone,"('china',)",,()
733,how many cfps in the us,=,69500.0,,cfp,"('us',)",,()
3792,how many lga in nsukka,=,7.0,,lga,"('nsukka',)",,()
2214,how many iits in india,=,16.0,,iit,"('india',)",,()
595,how many bupa hospitals are there in the uk,=,49.0,,bupa hospital,"('uk',)",,"('there',)"
2117,how many icse students are there in india,=,207902.0,,icse student,"('india',)",,"('there',)"
5388,how many uxo in laos,=,80000000.0,,uxo,"('laos',)",,()
2564,how many jipmer colleges are there in india,=,2.0,,jipmer college,"('india',)",,"('there',)"
3535,how many national parks are there in the us,=,419.0,,national park,"('us',)",,"('there',)"
5088,how many tpc golf courses are there,=,32.0,,tpc golf course,(),,"('there',)"
3177,how many lpg stations are there in the uk,=,1400.0,,lpg station,"('uk',)",,"('there',)"
2682,how many joules are in an ounce of american cheese,=,4.184,,joule,"('american',)",,"('ounce', 'cheese')"
5726,how many rounds does a xds 45 hold,=,5.0,,round,"('xds',)",,"('45', 'hold')"
3,how many aiims hospital are there in india,=,13.0,,aiims hospital,"('india',)",,"('there',)"
4774,how many sisters does barbie have,=,7.0,,sister,"('barbie',)",barbie,()
3880,how many nazi camps were there,=,20.0,,nazi camp,(),,"('there',)"
35,how many acos in the united states,=,649.0,,aco,"('united', 'the united states')",,()
3450,how many msw programs in california,=,23.0,,msw program,"('california',)",,()
3566,how many nba players are there,=,15.0,,player,"('nba',)",,"('there',)"
2959,how many ktda factories in kenya,=,66.0,,ktda factory,"('kenya',)",,()
4079,how many ova are produced by oogenesis of one oogonia,=,4.0,,oogenesi,"('oogonia',)",produced,"('one',)"
3901,how many obesity deaths in america 2019,=,300000.0,,obesity death,"('america',)",,"('2019',)"
613,how many wards are in bwari area council,=,10.0,,ward,"('bwari area council', 'bwari')",,()
791,how many cmh have been awarded,=,3525.0,,cmh,(),awarded,()
1087,how many dodge chargers were made,=,503.0,,dodge charger,(),made,()
4473,how many refugees in germany,=,1060000.0,,refugee,"('germany',)",,()
4377,how many rakat in qiyam ul layl,=,11.0,,,"('rakat', 'qiyam ul layl', 'qiyam')",,()
1943,how many hindu gods are there,=,33000000.0,,hindu god,(),,"('there',)"
3529,how many news outlets in malaysia,=,30.0,,news outlet,"('malaysia',)",,()
3366,how many dispensaries are in illinois,=,37.0,,dispensary,"('illinois',)",,()
5132,how many tva employees,=,10000.0,,employee,"('tva',)",,()
4741,how many shares does apple have,=,5213840000.0,,share,(),,"('apple',)"
18,how many abandoned homes in america,=,1500000.0,,home,"('america',)",abandoned,()
2605,how many jr lines are there in tokyo,=,5.0,,line,"('tokyo', 'jr')",,"('there',)"
5340,how many usns hospital ships are there,=,2.0,,hospital ship,(),,"('there', 'usns')"
4222,how many pnp personnel in the philippines,=,205000.0,,personnel,"('philippines',)",pnp,()
2453,how many prefectures in japan,=,47.0,,prefecture,"('japan',)",,()
2734,how many katakana letters are there,=,46.0,,katakana letter,(),,"('there',)"
5118,how many tuskegee airmen were shot down,=,25.0,,tuskegee airman,(),shot,"('down',)"
947,how many dab emotes are in fortnite,=,4.0,,dab emote,(),,"('fortnite',)"
2228,how many aiims are in india,=,13.0,,aiim,"('india',)",,()
5969,how many members of zcc church,=,3870000.0,,member,"('zcc',)",,"('church',)"
4279,how many psn accounts can you have,=,7.0,,psn account,(),can,()
109,how many agents does the fbi have,=,35000.0,,agent,"('fbi',)",,()
1882,how many hdfc bank atm in india,=,2952.0,,,"('hdfc bank atm', 'india')",,()
5229,how many campuses does ufs have,=,3.0,,campuse,"('ufs',)",ufs,()
572,how many honda brv sold in india,=,1959.0,,honda,"('brv', 'india')",sold,()
4288,how many ptas are there in the us,=,23000.0,,pta,"('us',)",,"('there',)"
2720,how many kahuna's are in pokemon sun and moon,=,1.0,,pokemon sun,"('moon', 'kahuna')",,"(""'s"", 'and')"
5256,how many uk citizens live in usa,=,1750000.0,,citizen,"('usa', 'uk')",live,()
3369,how many mna and mpa in pakistan,=,342.0,,mna,"('mpa', 'pakistan')",,"('and',)"
2931,how many planes does kq have,=,40.0,,plane,(),kq,()
2902,how many kofun in japan,=,161560.0,,kofun,"('japan',)",,()
5547,how many waitrose stores in uk,=,349.0,,waitrose store,"('uk',)",,()
3106,how many life insurance agents in the us,=,385000.0,,life insurance agent,"('us',)",,()
4201,how many mbps pldt fibr,=,15.0,,fibr,"('mbps pldt',)",,()
5751,how many children does queen elizabeth have,=,4.0,,child,"('elizabeth',)",queen,()
1574,how many stars on the american flag,=,13.0,,star,"('american',)",,"('flag',)"
679,how many counties in tennessee,=,95.0,,county,"('tennessee',)",,()
171,how many aldi stores are there in the united states,=,2000.0,,aldi store,"('the united states', 'united')",,"('there',)"
5136,how many tvet colleges in mpumalanga,=,35.0,,tvet college,"('mpumalanga',)",,()
3870,how many floats in nyx parade,=,88.0,,float,"('nyx',)",,"('parade',)"
9,how many apple stores are there,=,510.0,,apple store,(),,"('there',)"
205,how many amy's in the world,=,679754.0,,world,"('amy',)",,"(""'s"",)"
1169,how many duke players are in the nba,=,83.0,,duke player,"('nba',)",,()
2665,how many employees does jtv have,=,1575.0,,employee,"('jtv',)",,()
4138,how many terminals does pdx have,=,2.0,,terminal,"('pdx',)",,()
5367,how many branches of utkarsh small finance bank,=,499.0,,branch,"('utkarsh small finance bank', 'finance')",,()
2397,how many italian speakers in the world,=,63000000.0,,italian speaker,(),,"('world',)"
2107,how many icici bank branches in canada,=,7.0,,bank branch,"('canada',)",,"('icici',)"
1639,how many factory workers in the us,=,12900000.0,,factory worker,"('us',)",,()
1721,how many gurkhas in british army,=,3500.0,,gurkha,"('british army', 'army')",,()
2585,how many juz in quran,=,30.0,,juz,"('quran',)",,()
4103,how many pakistani live in usa,=,508116.0,,pakistani,"('usa',)",live,()
370,how many seats toyota aygo,=,2.0,,seat,"('toyota',)",,"('aygo',)"
294,how many asean countries,=,10.0,,asean country,(),,()
4502,how many rgb headers on b450 tomahawk max,=,2.0,,rgb header,"('b450 tomahawk max', 'b450')",,()
4194,how many teams qualify in pkl,=,6.0,,team,"('pkl',)",qualify,()
5276,how many students does unm have,=,17859.0,,student,(),unm,()
1250,how many ef5 tornadoes,=,62.0,,ef5 tornado,(),,()
2923,how many employees does kpf have,=,650.0,,employee,(),,"('kpf',)"
4839,how many suns does tatooine have,=,2.0,,sun,(),tatooine,()
4337,how many planes does delta have,=,839.0,,plane,"('delta',)",,()
2203,how many ihops are there in the us,=,1650.0,,ihop,"('us',)",,"('there',)"
4264,how many psu banks in india,=,12.0,,psu bank,"('india',)",,()
4269,how many psc scholars a year,=,92.0,,psc scholar,(),,"('year',)"
3285,how many mdc parties in zimbabwe,=,3.0,,mdc party,"('zimbabwe',)",,()
2921,how many gates in koyna dam,=,6.0,,gate,"('koyna',)",,"('dam',)"
2119,how many branches of idbi bank,=,1892.0,,branch,"('idbi bank', 'idbi')",,()
4441,how many branches of rbl in india,=,386.0,,branch,"('india', 'rbl')",,()
4359,how many qubits does google have,=,53.0,,qubit,"('google',)",,()
3810,how many nukes does the us have,=,6800.0,,nuke,"('us',)",,()
2313,how many iocl refinery in india,=,80700000.0,,iocl refinery,"('india',)",,()
985,how many debates between trump and clinton,=,3.0,,debate,"('clinton', 'trump')",,"('and',)"
3008,how many kyats in one singapore dollar,=,988.07,,kyat,"('singapore',)",,"('one', 'dollar')"
2266,how many gmo food crops are there,=,10.0,,food crop,(),gmo,"('there',)"
2017,how many doors hrv,=,3.0,,door,"('hrv',)",,()
1592,how many fine artists in the us,=,30000.0,,fine artist,"('us',)",,()
1799,how many gtbank branches in lagos,=,231.0,,gtbank branch,(),,"('lagos',)"
678,how many climate regions are in southeast asia,=,3.0,,climate region,"('asia', 'southeast')",,()
644,how many catholics in the us,=,51000000.0,,catholic,"('us',)",,()
768,how many counties in the us,=,3141.0,,county,"('us',)",,()
5182,how many branches of ubl are there in pakistan,=,1390.0,,branch,"('pakistan',)",,"('ubl', 'there')"
1910,how many hezbollah fighters in syria,=,1500.0,,fighter,"('syria', 'hezbollah')",,()
3175,how many lpg companies are there in india,=,188.0,,lpg company,"('india',)",,"('there',)"
4407,how many surah start with qul,=,5.0,,surah,"('qul',)",start,()
2936,how many kremil s should i take,=,2.0,,,"('kremil s', 'kremil')",take,()
3233,how many mafia for 10 players,=,3.0,,mafium,(),,"('players', '10')"
4156,how many weeks does pfl pay,=,8.0,,week,"('pfl',)",pay,()
2658,how many jsp implicit objects,=,9.0,,implicit object,"('jsp',)",,()
5286,how many unhybridized d orbitals in sp3d,=,5.0,,unhybridized d orbital,"('sp3d',)",,()
790,how many cfm bathroom fan,=,70.0,,cfm bathroom fan,(),,()
4298,how many pueblos are in new mexico,=,19.0,,pueblo,"('new',)",,"('mexico',)"
5266,how many ukrainian died in holodomor,=,3900000.0,,ukrainian,(),died,"('holodomor',)"
1791,how many grizzly bears in alaska,=,55000.0,,,"('alaska',)",bears,"('grizzly',)"
2040,how many hudson bay stores in canada,=,89.0,,,"('canada', 'hudson bay stores')",,()
1333,how many enrolled agents are there in the us,=,53000.0,,enrolled agent,"('us',)",,"('there',)"
1502,how many terminals in rome fco airport,=,3.0,,terminal,"('rome fco airport', 'rome')",,()
2050,how many husbands did judy garland have,=,5.0,,husband,"('judy garland',)",,()
4438,how many rbi offices are there in india,=,19.0,,rbi office,"('india',)",,"('there',)"
3824,how many nuffield hospitals in uk,=,31.0,,nuffield hospital,"('uk',)",,()
3971,how many ojibwe speakers are there,=,8791.0,,speaker,"('ojibwe',)",,"('there',)"
2007,how many hotels does marriott have,=,6900.0,,hotel,"('marriott',)",,()
4375,how many words end in qis,=,7.0,,word,"('qis',)",end,()
1966,how many homeless in california,=,151278.0,,,"('california',)",,"('homeless',)"
5139,how many tvr t350 were built,=,300.0,,tvr,"('t350',)",built,()
672,how many ccd outlets in india,=,1752.0,,ccd outlet,"('india',)",,()
4189,how many pjs have died,=,450.0,,pj,(),died,()
2459,how many jat population in india,=,82500000.0,,jat population,"('india',)",,()
5159,how many uac offer rounds are there,=,1.0,,round,"('uac',)",offer,"('there',)"
3230,how many members are in the missouri house of representatives,=,163.0,,member,"('representatives', 'missouri house', 'the missouri house of representatives')",,()
828,how many counties are there in pennsylvania,=,67.0,,county,"('pennsylvania',)",,"('there',)"
4878,how many languages are spoken in south africa,=,11.0,,language,"('south africa', 'south')",spoken,()
2004,how many hospitals in new york,=,214.0,,hospital,"('new', 'new york')",,()
4314,how many stores does pvh have,=,160.0,,store,(),pvh,()
804,how many viewers does cnbc have,=,5700000.0,,viewer,"('cnbc',)",,()
114,how many agni missiles india have,=,4.0,,agni missile,"('india',)",,()
3308,how many mev is 1 amu,=,931.5,,mev,(),,"('1', 'amu')"
2269,how many immigrants are in the united states,=,47000000.0,,immigrant,"('united', 'the united states')",,()
3815,how many panchayat in nuapada district,=,27.0,,panchayat,"('nuapada',)",,"('district',)"
3788,how many nso in roller derby,=,10.0,,roller,"('nso', 'derby')",,()
3501,how many mvps does aaron rodgers have,=,3.0,,mvp,"('aaron rodgers',)",,()
1680,how many gbk restaurants in uk,=,80.0,,gbk restaurant,"('uk',)",,()
1183,how many dynasties did ancient china have,=,13.0,,dynasty,"('china',)",,"('ancient',)"
3536,how many native americans are there,=,5000000.0,,,"('native americans', 'americans')",,"('there',)"
1501,how many terminals at rome fco,=,3.0,,terminal,"('rome',)",,"('fco',)"
3630,how many nevada unemployment claims,=,440761.0,,unemployment,"('nevada',)",claims,()
6013,how many zions bank locations are there,=,428.0,,zions bank location,(),,"('there',)"
4486,how many restaurants in the us,=,660755.0,,restaurant,"('us',)",,()
5748,how many children does donald trump have,=,5.0,,child,"('donald',)",trump,()
3101,how many cups have lfc won,=,6.0,,cup,(),won,()
5382,how many acres is uwharrie national forest,=,51000.0,,acre,"('uwharrie',)",,"('forest', 'national')"
3038,how many laliga has messi won,=,10.0,,laliga,(),won,"('messi',)"
5436,how many veyrons in the us,=,671.0,,veyron,"('us',)",,()
5728,how many stars on new zealand flag,=,4.0,,star,"('new zealand',)",,"('flag',)"
5654,how many woqod petrol stations in qatar,=,100.0,,woqod petrol station,"('qatar',)",,()
4392,how many qp to finish rfd,=,140.0,,rfd,(),finish,"('to', 'qp')"
513,how many members of bma,=,159000.0,,member,"('bma',)",,()
1178,how many runways does dubai airport have,=,2.0,,runway,"('dubai airport',)",,()
5290,how many uno cards are in a deck,=,108.0,,uno card,(),,"('deck',)"
5773,how many xj220 are left,=,27.0,,xj220,(),left,()
3687,how many niv versions are there,=,177.0,,niv version,(),,"('there',)"
3371,how many mna in pakistan,=,342.0,,,"('pakistan', 'mna')",,()
799,how many cnas in the us,=,1500000.0,,cna,"('us',)",,()
323,how many atlantis movies are there,=,2.0,,atlantis movie,(),,"('there',)"
4574,how many roku users,=,30500000.0,,roku user,(),,()
494,how many bjj red belts,=,39.0,,bjj,(),,"('belts', 'red')"
5334,how many using tiktok in india,=,120000000.0,,,"('india',)",using,"('tiktok',)"
453,how many beverages does pepsi have,=,22.0,,beverage,"('pepsi',)",,()
67,how many aeon in malaysia,=,33.0,,aeon,"('malaysia',)",,()
4344,how many al qaeda members are there in the world,=,170.0,,member,"('al qaeda',)",,"('there', 'world')"
4299,how many puerto rican soldiers died in ww1,=,747.0,,puerto rican soldier,"('ww1',)",died,()
3137,how many block in lko,=,9.0,,block,"('lko',)",,()
1292,how many elderly in the us,=,47800000.0,,,"('us',)",,"('elderly',)"
2686,how many justices are on the supreme court 2020,=,9.0,,justice,"('the supreme court', 'supreme court')",,"('2020',)"
1435,how many euro shams for king bed,=,3.0,,euro sham,"('king',)",,"('bed',)"
4162,how many physicians in the us,=,1100000.0,,physician,"('us',)",,()
4185,how many pioneers traveled the oregon trail,=,80000.0,,pioneer,"('oregon',)",traveled,"('trail',)"
3135,how many lowe's stores are closing,=,20.0,,lowe,(),closing,"(""'s"", 'stores')"
4503,how many rhode island's fit in alaska,=,425.0,,island,"('rhode', ""rhode island's"", 'alaska')",,"('fit',)"
4592,how many rpo in delhi,=,4.0,,rpo,"('delhi',)",,()
4854,how many sommeliers in the us,=,172.0,,sommelier,"('us',)",,()
468,how many employees do the bhf have,=,3000.0,,employee,(),,"('bhf',)"
1684,gcih how many questions,=,150.0,,question,"('gcih',)",,()
4778,how many panchayat in siwan,=,332.0,,panchayat,"('siwan',)",,()
942,how many players in cwl,=,50.0,,player,"('cwl',)",,()
4287,how many psychologists in the us,=,106000.0,,psychologist,"('us',)",,()
2274,how many imu campuses in india,=,6.0,,campuse,"('imu', 'india')",,()
4401,how many qsr restaurants in the us,=,660755.0,,qsr restaurant,"('us',)",,()
1757,how many goc in indian army,=,13.0,,goc,"('army', 'indian')",,()
2485,how many jci accredited hospitals in thailand,=,66.0,,jci,"('thailand',)",accredited,"('hospitals',)"
437,how many b corporations are there in the us,=,3300.0,,b corporation,"('us',)",,"('there',)"
4724,how many sez in india,=,8.0,,sez,"('india',)",,()
5156,how many us citizens,=,331002651.0,,citizen,"('us',)",,()
5766,how many countries does xinjiang border,=,8.0,,country,"('xinjiang',)",,"('border',)"
2508,how many go-jek drivers in singapore,=,1000000.0,,driver,"('singapore', 'jek')",go,()
873,how many crs points required for canada express entry,=,1200.0,,point,"('crs', 'canada express')",required,"('entry',)"
1998,how many hogs are in the us,=,75000000.0,,hog,"('us',)",,()
1051,how many skyscrapers in houston,=,51.0,,skyscraper,"('houston',)",,()
1889,how many hdr formats are there,=,5.0,,hdr format,(),,"('there',)"
5571,how many qualifiers in australian open,=,16.0,,qualifier,"('australian',)",,"('open',)"
727,how many cfb teams are there,=,130.0,,team,"('cfb',)",,"('there',)"
1328,how many enigma machines were captured,=,2.0,,machine,"('enigma',)",captured,()
2433,how many jaeger stores in uk,=,45.0,,jaeger store,"('uk',)",,()
3430,how many msas in california,=,26.0,,msa,"('california',)",,()
5383,how many campuses does uwi have,=,5.0,,campuse,"('uwi',)",uwi,()
3345,how many mii outfits in smash ultimate,=,56.0,,mii outfit,"('smash',)",,"('ultimate',)"
5656,how many lakes does wisconsin have,=,15000.0,,lake,"('wisconsin',)",,()
32,how many acres is rhode island,=,776960.0,,acre,"('rhode island', 'rhode')",,()
266,how many architects in the us,=,109748.0,,architect,"('us',)",,()
3360,how many mlc members are in ap,=,58.0,,mlc member,"('ap',)",,()
3192,how many ceus for lsw in pa,=,30.0,,ceu,"('pa',)",,"('lsw',)"
986,how many deer are in the united states,=,33500000.0,,deer,"('united', 'the united states')",,()
3435,how many msmes are there in india,=,63050000.0,,msme,"('india',)",,"('there',)"
2582,how many steps in jivdani temple virar,=,1465.0,,step,"('jivdani temple virar', 'jivdani')",,()
3287,how many mdf files sql server,=,1.0,,mdf,"('sql',)",files,"('server',)"
906,how many county in california,=,58.0,,county,"('california',)",,()
718,how many ceu is acls,=,8.0,,ceu,(),,"('acls',)"
2977,how many kuoni stores are there,=,40.0,,kuoni store,(),,"('there',)"
862,how many cpr chest compressions,=,30.0,,cpr chest compression,(),,()
1827,how many generations from abraham to jesus,=,14.0,,generation,"('abraham', 'jesus')",,()
1484,how many fbi agents,=,35000.0,,agent,"('fbi',)",,()
378,how many atv deaths in 2017,=,15250.0,,atv death,(),,"('2017',)"
2594,how many countries does jlr operate in,=,169.0,,country,"('jlr',)",operate,()
139,how many aiel are there,=,12.0,,,(),,"('there', 'aiel')"
371,how many ayat in ayatul kursi,=,255.0,,ayat,"('ayatul', 'ayatul kursi')",,()
3507,how many approach in mvc,=,3.0,,approach,"('mvc',)",,()
5687,how many wto members are developing countries,=,150.0,,wto member,(),developing,"('countries',)"
1917,how many hgtv brady bunch episodes,=,4.0,,,"('hgtv brady', 'hgtv')",,"('bunch', 'episodes')"
1958,how many hizb in surah al baqarah,=,60.0,,hizb,"('surah', 'al baqarah')",,()
2581,how many steps in jivdani temple,=,1465.0,,step,"('jivdani temple', 'jivdani')",,()
522,how many obese in usa,=,35000000.0,,,"('obese', 'usa')",,()
5632,how many walmart stores in canada,=,408.0,,walmart store,"('canada',)",,()
1075,how many dnos are there in the uk,=,14.0,,dno,"('uk',)",,"('there',)"
1612,how many frames does the ps5 have,=,120.0,,frame,(),,"('ps5',)"
5262,how many uk medical schools,=,33.0,,medical school,"('uk',)",,()
2588,how many district in jk,=,22.0,,district,"('jk',)",,()
439,how many b corps are there in the us,=,2500.0,,b corp,"('us',)",,"('there',)"
4291,how many ptt station in thailand,=,1577.0,,ptt station,"('thailand',)",,()
3875,how many nzers died from spanish flu,=,8600.0,,nzer,"('spanish',)",died,"('flu',)"
671,how many ccd in india,=,1752.0,,ccd,"('india',)",,()
1965,how many homeless in america,=,552830.0,,,"('america',)",,"('homeless',)"
179,how many alligators are in florida,=,1250000.0,,alligator,"('florida',)",,()
406,how many navy seals die in training,=,9.0,,navy seal,(),die,"('training',)"
1076,how many dnos in uk,=,14.0,,dno,"('uk',)",,()
5980,how many episodes of zemheri are there,=,10.0,,episode,(),,"('there', 'zemheri')"
2168,how many ifrs are there in india,=,10.0,,ifr,"('india',)",,"('there',)"
2659,how many jsp tags are there,=,4.0,,tag,"('jsp',)",,"('there',)"
2952,how many ksrtc buses in kerala,=,6241.0,,ksrtc bus,"('kerala',)",,()
5257,how many uk civilians died in ww2,=,40000.0,,civilian,"('ww2', 'uk')",died,()
5899,how many bear yoyo cards are there,=,80.0,,yoyo card,(),bear,"('there',)"
4619,how many rtc buses in telangana,=,10460.0,,bus,"('rtc',)",rtc,"('telangana',)"
5077,how many tornadoes in oklahoma per year,=,126.0,,tornado,"('oklahoma',)",,"('year',)"
2709,how many jysk stores in ireland,=,40.0,,jysk store,"('ireland',)",,()
3965,how many physician assistants in the us,=,115500.0,,physician assistant,"('us',)",,()
2869,how many klingon speakers,=,100.0,,klingon speaker,(),,()
1054,how many companies in dlf building hyderabad,=,40.0,,company,"('hyderabad', 'dlf')",,"('building',)"
2424,how many james bond movies,=,26.0,,james bond movie,(),,()
1577,how many florida keys are there,=,800.0,,key,"('florida',)",,"('there',)"
2599,how many majors does jmu have,=,8.0,,major,(),,"('jmu',)"
2729,how many kaplan mcat books are there,=,7.0,,book,"('kaplan mcat',)",,"('there',)"
5211,how many uda is a filling,=,5.0,,filling,"('uda',)",,()
3001,how many kvs school in india,=,1228.0,,school,"('kvs', 'india')",,()
3818,how many nuclear reactors are in the us,=,96.0,,nuclear reactor,"('us',)",,()
4708,how many scs stores in uk,=,100.0,,store,"('uk',)",scs,()
4883,how many times srh won ipl,=,2.0,,time,"('ipl', 'srh')",won,()
43,how many admirals are in the navy,=,271.0,,admiral,(),,"('navy',)"
1783,how many axis does grbl support,=,3.0,,axis,(),support,()
1767,how many golf courses in california,=,921.0,,golf course,"('california',)",,()
482,how many billionaires are there in the us,=,630.0,,billionaire,"('us',)",,"('there',)"
2212,how many iit campus in india,=,16.0,,iit campu,"('india',)",,()
5981,how many wife zeus have,=,3.0,,wife,"('zeus',)",,()
4200,how many plcs are there in the uk,=,3500000.0,,plc,"('uk',)",,"('there',)"
1261,how many egot recipients are there,=,4.0,,egot recipient,(),,"('there',)"
148,how many ajax fans in london,=,2000.0,,ajax fan,"('london',)",,()
3754,how many turns npt thread,=,2.0,,thread,"('npt',)",turns,()
5865,how many idahoans enrolled with yhi in 2019,=,94430.0,,idahoan,"('yhi',)",enrolled,"('2019',)"
4048,how many orphans in the us,=,443000.0,,orphan,"('us',)",,()
2450,how many jane does are there in the us,=,40000.0,,jane,"('us',)",,"('there',)"
1293,how many electors are granted to the state of florida,=,538.0,,elector,"('florida',)",granted,"('state',)"
2937,how many kremil s to take,=,2.0,,kremil,"('kremil s',)",take,"('to',)"
2166,how many questions on ifm,=,30.0,,question,"('ifm',)",,()
5047,how many tmb branches in india,=,509.0,,tmb branch,"('india',)",,()
5500,how many vridh ashram in india,=,728.0,,vridh,"('india', 'ashram')",,()
5958,how many zaxby's are in georgia,=,242.0,,,"('zaxby', 'georgia')",,"(""'s"",)"
5677,how many employees does wsib have,=,528.0,,employee,(),wsib,()
4706,how many scottish clans are there,=,500.0,,scottish clan,(),,"('there',)"
2410,how many ivy league schools in the us,=,8.0,,league school,"('ivy', 'us')",,()
4780,how many trains chhapra to siwan,=,63.0,,train,"('siwan', 'chhapra')",,()
726,how many cfb conferences,=,10.0,,conference,"('cfb',)",,()
4784,how many skylines are in the us,=,34.0,,skyline,"('us',)",,()
784,how many cma in india,=,101.0,,cma,"('india',)",,()
1621,how many frs channels are there,=,22.0,,frs channel,(),,"('there',)"
4750,how many shlokas are there in ramayana,=,24000.0,,shloka,"('ramayana',)",,"('there',)"
1053,how many dlcs does skyrim have,=,3.0,,dlc,"('skyrim',)",,()
336,how many au is the solar system,=,122.0,,solar system,(),au,()
751,how many cif sections are there in california,=,13.0,,cif section,"('california',)",,"('there',)"
1469,how many faa employees are there,=,46000.0,,faa employee,(),,"('there',)"
1316,how many ems died in 9/11,=,2977.0,,,"('ems',)",died,"('9/11',)"
5145,how many texas rangers are there,=,166.0,,texas ranger,(),,"('there',)"
3751,how many countries signed npt,=,191.0,,country,"('npt',)",signed,()
463,how many brgy in philippines,=,42046.0,,brgy,"('philippines',)",,()
2469,how many employees does jcb have,=,12000.0,,employee,"('jcb',)",,()
960,how many dams are in the us,=,84000.0,,dam,"('us',)",,()
6006,how many zimbabweans are in the us,=,45000.0,,zimbabwean,"('us',)",,()
5967,how many branches does zcc have,=,3870000.0,,branch,"('zcc',)",,()
5361,how many counties in utah,=,29.0,,county,"('utah',)",,()
4175,how many gates does phoenix have,=,100.0,,gate,"('phoenix',)",,()
1373,how many ernest jones stores in uk,=,180.0,,store,"('uk', 'ernest jones')",,()
5944,how many vanquish zagatos were made,=,28.0,,vanquish,"('zagatos',)",made,()
629,how many cafes are in paris,=,5000.0,,cafe,"('paris',)",,()
972,how many branch of dbbl in bangladesh,=,181.0,,branch,"('dbbl', 'bangladesh')",,()
3347,how many mips intel i7,=,238310.0,,,"('mips',)",,"('i7', 'intel')"
1224,how many ecgs performed in the us,=,40000000.0,,ecg,"('us',)",performed,()
3036,how many laliga barcelona have,=,26.0,,,"('laliga barcelona', 'laliga')",,()
5457,how many channels on vhf tv dial,=,13.0,,channel,(),,"('vhf', 'tv', 'dial')"
213,how many a&w are there,=,1000.0,,,"('a&w',)",,"('there',)"
2965,how many kudu are left in the world,=,118000.0,,kudu,(),left,"('world',)"
5613,how many whataburgers are there in texas,=,126.0,,whataburger,"('texas',)",,"('there',)"
2475,how many jb hi fi stores in new zealand,=,15.0,,store,"('new', 'jb', 'new zealand')",,"('hi',)"
4410,how many times qul repeated in quran,=,332.0,,time,"('qul', 'quran')",repeated,()
4990,how many tds are in the dail,=,160.0,,td,(),,"('dail',)"
5377,how many uva deferred applicants are accepted,=,187.0,,uva,(),accepted,"('applicants',)"
1213,how many ebs branches in ireland,=,70.0,,ebs branch,"('ireland',)",,()
3625,how many neiman marcus stores are there,=,43.0,,neiman marcus store,(),,"('there',)"
4008,how many died in typhoon ompong,=,100.0,,typhoon,"('ompong',)",died,()
3597,how many ncc directorates in india,=,17.0,,,"('directorates', 'india')",ncc,()
1934,how many hikikomori in japan,=,1150000.0,,hikikomori,"('japan',)",,()
3053,how many locations does l'brands have,=,3.0,,location,"(""l'brands"",)",,()
2844,how many kim possible movies are there,=,2.0,,kim,(),,"('there', 'movies', 'possible')"
3950,how many eagle required merit badges are there,=,13.0,,eagle,"('merit badges',)",required,"('there',)"
5123,how many tux biscuits per day,=,2.0,,biscuit,"('tux',)",tux,"('day',)"
3361,how many mgm properties in vegas,=,30.0,,mgm property,"('vegas',)",,()
769,how many cloves of garlic in one head,=,30.0,,clofe,(),,"('one', 'garlic', 'head')"
5135,how many tvet colleges in kenya,=,1417.0,,tvet college,"('kenya',)",,()
3330,how many classes of mhc are there,=,2.0,,class,"('mhc',)",,"('there',)"
478,how many bicep curls,=,12.0,,bicep curl,(),,()
4986,how many tcs offices are there in hyderabad,=,4.0,,tcs office,"('hyderabad',)",,"('there',)"
5675,how many wrx sti are made a year,=,66415.0,,wrx sti,(),made,"('year',)"
1142,how many dtc buses are there in delhi,=,2400.0,,dtc bus,"('delhi',)",,"('there',)"
