qid,query,num_organic_results,num_count_spans,num_neg_snip,num_snip,answer_relation,answer_norm,answer_metric
1160,how many did spanish flu kill,10,2,8,10,=,21000000.0,
1793,how many greek islands,10,2,8,10,=,6000.0,
5513,how many employees does vsp have,10,1,9,10,=,38000.0,
2281,how many indiana jones movies were there,10,7,4,10,=,5.0,
1733,how many seasons of giuliana and bill are there,9,2,7,9,=,7.0,
5205,how many ucmj articles are there,10,5,7,10,=,158.0,
2299,how many inr in 1 usd,10,6,5,10,=,74.9404,
1185,how many dynasties did china have,10,2,9,10,=,13.0,
5693,how many ww2 veterans are still alive 2020,10,3,7,10,=,300000.0,
1722,how many giant asian hornets are in the us,9,1,8,9,=,600.0,
2344,how many irb battalion in india,10,2,8,10,=,3.0,
949,how many daca recipients in the us,10,1,9,10,=,699350.0,
2298,how many inr in 1 euro,10,5,6,10,=,84.9348,
2667,how many justices serve on the supreme court,10,4,6,10,=,9.0,
1637,how many factory in india,10,1,9,10,=,237684.0,
1205,how many ebay sites are there,10,1,9,10,=,23.0,
1013,how many dhara in india,10,3,8,10,=,511.0,
5184,how many branches of ubl in karachi,10,2,8,10,=,1400.0,
735,how many cfps are there in india,10,1,9,10,=,36.0,
219,how many anytime fitness locations are there in the us,10,2,8,10,=,4000.0,
3298,how many medical doctors in the us,10,1,9,10,=,1100000.0,
4685,how many saudi princes are there,10,1,9,10,=,2000.0,
871,how many crs points for job offer,10,2,8,10,=,200.0,
2487,how many jcpenney stores in the united states,10,4,6,10,=,840.0,
5724,how many rounds does springfield xdm hold,8,1,7,8,=,20.0,
552,how many bpi branches are there in the philippines,10,1,9,10,=,800.0,
560,how many b&q stores are there,10,3,7,10,=,300.0,
1488,how many fbi field offices,10,4,6,10,=,56.0,
3443,how many msoas are there in england,10,2,8,10,=,7200.0,
165,how many alabama national championships,9,2,7,9,=,17.0,
2738,how many kauravas were there,9,8,3,9,=,100.0,
3309,how many mexican states,10,9,3,10,=,32.0,
313,how many assists does lebron have,11,4,7,11,=,9298.0,
5462,how many vietnamese died in vietnam war,10,1,9,10,=,1100000.0,
173,how many aldi stores in the united states,10,4,7,10,=,2000.0,
1808,how many gun owners in america,10,1,9,10,=,393000000.0,
2850,how many kirby cucumbers in a pound,10,6,5,10,=,2.0,
2535,how many jharokhas in hawa mahal,10,6,4,10,=,953.0,
2053,how many husbands has kim k had,10,1,9,10,=,3.0,
4199,how many plc in uk,10,1,9,10,=,891000.0,
6053,how many rakats in zuhr on friday,8,9,4,8,=,2.0,
1669,how many gangs are in chicago,10,1,9,10,=,150000.0,
1074,how many counties in england,9,2,7,9,=,48.0,
1575,how many stars on the australian flag,10,2,8,10,=,4.0,
3208,how many luhya sub tribes,10,2,8,10,=,16.0,
3022,how many layers does the earth have,10,3,7,10,=,4.0,
1005,how many dfo in australia,10,1,9,10,=,4.0,
2914,how many korean veterans are still alive,10,2,8,10,=,2250000.0,
1228,how many gates at ecp,10,4,7,10,=,7.0,
178,how many allies died in ww2,10,1,9,10,=,40000000.0,
3828,how many nukes does america have,10,1,9,10,=,6800.0,
925,how many terminals at cvg,10,2,8,10,=,3.0,
4709,how many sculptures did henry moore make,10,1,9,10,=,36.0,
4585,how many rovers have been sent to mars,9,3,7,9,=,4.0,
946,how many czechoslovakians died in ww2,10,1,9,10,=,277000.0,
1883,how many hdfc bank branches in india,10,2,8,10,=,5314.0,
1067,how many dmus are in florida,10,3,8,10,=,12.0,
5329,how many uruk-hai attacked helm's deep,9,1,8,9,=,10000.0,
4038,how many optometrists in the us,10,1,9,10,=,41000.0,
3517,how many mx5s have been sold,10,1,9,10,=,1000000.0,
1772,how many goya employees in puerto rico,10,1,9,10,=,500.0,
5498,how many vps in catan,10,4,6,10,=,10.0,
3156,how many landlocked countries in europe,10,3,7,10,=,17.0,
5968,how many members does zcc have,10,1,9,10,=,3870000.0,
5015,how many tfw in canada,10,1,9,10,=,550000.0,
1359,how many eqc sold,10,1,9,10,=,700.0,
870,how many crpc section in india,10,1,9,10,=,484.0,
2905,how many local kogi have,10,4,7,10,=,21.0,
1899,how many counties in georgia,10,5,5,10,=,159.0,
4971,how many tattoos does louis tomlinson have,9,2,7,9,=,33.0,
5580,how many wegmans stores,11,5,6,11,=,101.0,
5355,how many utah players got drafted,10,4,8,10,=,7.0,
4886,how many branches of srm university in india,10,1,9,10,=,6.0,
2006,how many hotels are in las vegas,10,2,8,10,=,149422.0,
5797,how many zoos are in the united states,10,1,9,10,=,10000.0,
4204,how many modules in pltw launch,10,2,8,10,=,43.0,
4699,how many school districts are in the us,10,1,9,10,=,13506.0,
1182,how many terminals in dubai,10,10,1,10,=,3.0,
236,how many sons did jacob have,10,5,5,10,=,12.0,
3825,how many nuggets in wendy's party pack,10,3,7,10,=,50.0,
2237,how many ijbs are there in scotland,10,8,5,10,=,30.0,
1336,how many eons are in earth's history,10,2,8,10,=,3.0,
964,how many dams are there in the united states,10,3,7,10,=,84000.0,
1652,how many ferrari fxx were made,10,3,7,10,=,40.0,
2868,how many klingon houses are there,10,1,9,10,=,24.0,
5137,how many tvet colleges in south africa,10,2,8,10,=,50.0,
4716,how many seinfeld episodes was jerry stiller in,10,4,6,10,=,180.0,
1974,how many hmong live in california,10,2,8,10,=,95120.0,
4302,how many durga puja pandals in kolkata,9,1,8,9,=,20.0,
4157,how many states have pfl,10,2,9,10,=,4.0,
2685,how many jurisdictions in the us,10,1,9,10,=,9998.0,
5304,how many upi in india,10,1,9,10,=,100000000.0,
4021,how many miles is 10 ooo steps,10,3,7,10,=,5.0,
2093,how many icao member states,10,5,5,10,=,193.0,
233,how many chapters does aot have,10,3,7,10,=,122.0,
3632,how many nfl coaches are black,10,3,7,10,=,3.0,
223,how many aot chapters are there,10,3,8,10,=,4.0,
2583,how many joy cons needed for mario party,9,4,6,9,=,2.0,
4074,how many otr stores in australia,10,3,7,10,=,135.0,
1812,how many gurdwara in uk,8,1,7,8,=,300.0,
4876,how many spheres does the earth have,9,5,5,9,=,4.0,
1407,how many etbs in ireland,10,1,9,10,=,16.0,
807,how many cnc machines does apple have,9,1,8,9,=,10000.0,
6016,how many zizzi in london,10,1,9,10,=,25.0,
3586,how many nbme step 2 ck,10,5,5,10,=,3.0,
1422,how many letters in the greek alphabet,10,4,6,10,=,24.0,
1265,how many egyptian dynasties were there,10,1,9,10,=,32.0,
3653,how many nguyens in vietnam,10,2,8,10,=,38000000.0,
2528,how many passengers jfk airport,10,3,7,10,=,58900000.0,
2761,how many branches does kcb have,10,4,6,10,=,250.0,
183,how many alphabets in japanese,10,1,9,10,=,71.0,
4088,how many oxxo stores in puerto vallarta,10,2,8,10,=,151.0,
3617,how many ndt methods,10,1,9,10,=,6.0,
5021,how many tgv cinema in malaysia,10,2,8,10,=,288.0,
301,how many asian languages are there,10,2,8,10,=,2300.0,
1581,how many mvps does lebron have,9,1,8,9,=,5.0,
5978,how many zehrs stores in canada,10,1,9,10,=,43.0,
4840,how many windmills in snyder tx,10,1,9,10,=,150.0,
5033,how many murders in tijuana,10,6,6,10,=,2185.0,
1814,how many villages in guhla,10,1,9,10,=,89.0,
994,how many dentist offices in the us,10,3,7,10,=,189040.0,
5020,tgu how many reps,10,1,9,10,=,12.0,
2705,how many jyotirlingas,10,1,9,10,=,64.0,
1495,how many fbos are in the us,10,1,9,10,=,3000.0,
3031,how many lakes are in canada,10,1,9,10,=,561.0,
2115,how many ics in england,10,1,9,10,=,14.0,
1745,how many games in an nba season,10,5,5,10,=,82.0,
2020,how many hs in us,10,2,8,10,=,24000.0,
1189,how many dzire sold in india,10,2,8,10,=,2.5,
1536,how many majors does tcu offer,10,3,7,10,=,62.0,
1775,how many gpio pins on raspberry pi 4,10,5,6,10,=,40.0,
2960,how many ktm showrooms in india,10,1,9,10,=,233.0,
2565,how many jipmer colleges in india,10,1,9,10,=,2.0,
2066,how many hymns are in a catholic mass,9,2,7,9,=,4.0,
3686,how many niv translations are there,10,1,9,10,=,177.0,
1331,how many customers does enmax have,10,1,9,10,=,670000.0,
1496,how many fca dealers in the us,10,2,8,10,=,2400.0,
3118,how many lhd supra were made,9,2,7,9,=,351.0,
6045,how many customers does zscaler have,10,1,9,10,=,2800.0,
2745,how many kawasaki h2 made,10,1,9,10,=,120.0,
5559,how many wazir in pakistan,10,1,9,10,=,25.0,
4061,how many osi layers,10,7,3,10,=,7.0,
5682,how many wto members,10,2,8,10,=,164.0,
1202,how many sprays eau de parfum,8,2,7,8,=,3.0,
1449,how many times was jr ewing married,8,3,5,8,=,2.0,
4744,how many shg in india,10,1,9,10,=,33000000.0,
3770,how many types of nrv,8,1,7,8,=,2.0,
1774,how many gpf is my toilet,10,9,3,10,=,1.6,
3521,how many myanmar in usa,10,1,9,10,=,100200.0,
1084,how many doctors in the us,10,2,8,10,=,1100000.0,
3061,how many lch in indian army,10,2,8,10,=,114.0,
2272,how many imt in india,10,1,9,10,=,4.0,
46,how many adidas stores in the us,10,1,9,10,=,30.0,
545,how many bop it games are there,7,1,6,7,=,6.0,
747,how many time zones in china,10,2,8,10,=,1.0,
733,how many cfps in the us,10,2,8,10,=,69500.0,
3792,how many lga in nsukka,10,4,8,10,=,7.0,
2214,how many iits in india,10,2,8,10,=,16.0,
595,how many bupa hospitals are there in the uk,10,1,9,10,=,49.0,
2117,how many icse students are there in india,10,1,9,10,=,207902.0,
5388,how many uxo in laos,10,1,9,10,=,80000000.0,
2564,how many jipmer colleges are there in india,10,2,8,10,=,2.0,
3535,how many national parks are there in the us,10,2,8,10,=,419.0,
5088,how many tpc golf courses are there,10,2,8,10,=,32.0,
3177,how many lpg stations are there in the uk,10,1,9,10,=,1400.0,
2682,how many joules are in an ounce of american cheese,9,1,8,9,=,4.184,
5726,how many rounds does a xds 45 hold,8,1,7,8,=,5.0,
3,how many aiims hospital are there in india,10,1,9,10,=,13.0,
4774,how many sisters does barbie have,8,1,7,8,=,7.0,
3880,how many nazi camps were there,10,1,9,10,=,20.0,
35,how many acos in the united states,10,1,9,10,=,649.0,
3450,how many msw programs in california,10,2,9,10,=,23.0,
3566,how many nba players are there,10,6,4,10,=,15.0,
2959,how many ktda factories in kenya,10,1,9,10,=,66.0,
4079,how many ova are produced by oogenesis of one oogonia,10,3,7,10,=,4.0,
3901,how many obesity deaths in america 2019,10,2,8,10,=,300000.0,
613,how many wards are in bwari area council,10,6,6,10,=,10.0,
791,how many cmh have been awarded,10,2,8,10,=,3525.0,
1087,how many dodge chargers were made,10,3,8,10,=,503.0,
4473,how many refugees in germany,10,2,8,10,=,1060000.0,
4377,how many rakat in qiyam ul layl,7,2,6,7,=,11.0,
1943,how many hindu gods are there,10,1,9,10,=,33000000.0,
3529,how many news outlets in malaysia,10,1,9,10,=,30.0,
3366,how many dispensaries are in illinois,10,1,9,10,=,37.0,
5132,how many tva employees,10,2,8,10,=,10000.0,
4741,how many shares does apple have,9,1,8,9,=,5213840000.0,
18,how many abandoned homes in america,10,3,8,10,=,1500000.0,
2605,how many jr lines are there in tokyo,10,1,9,10,=,5.0,
5340,how many usns hospital ships are there,10,2,8,10,=,2.0,
4222,how many pnp personnel in the philippines,10,1,9,10,=,205000.0,
2453,how many prefectures in japan,10,8,2,10,=,47.0,
2734,how many katakana letters are there,9,3,6,9,=,46.0,
5118,how many tuskegee airmen were shot down,10,2,8,10,=,25.0,
947,how many dab emotes are in fortnite,9,1,8,9,=,4.0,
2228,how many aiims are in india,10,1,9,10,=,13.0,
5969,how many members of zcc church,10,1,9,10,=,3870000.0,
4279,how many psn accounts can you have,9,1,8,9,=,7.0,
109,how many agents does the fbi have,10,1,9,10,=,35000.0,
1882,how many hdfc bank atm in india,10,2,8,10,=,2952.0,
5229,how many campuses does ufs have,10,2,8,10,=,3.0,
572,how many honda brv sold in india,10,2,9,10,=,1959.0,
4288,how many ptas are there in the us,10,1,9,10,=,23000.0,
2720,how many kahuna's are in pokemon sun and moon,10,2,9,10,=,1.0,
5256,how many uk citizens live in usa,10,1,9,10,=,1750000.0,
3369,how many mna and mpa in pakistan,10,2,8,10,=,342.0,
2931,how many planes does kq have,10,2,8,10,=,40.0,
2902,how many kofun in japan,10,2,8,10,=,161560.0,
5547,how many waitrose stores in uk,10,2,8,10,=,349.0,
3106,how many life insurance agents in the us,10,1,9,10,=,385000.0,
4201,how many mbps pldt fibr,9,2,7,9,=,15.0,
5751,how many children does queen elizabeth have,10,6,5,10,=,4.0,
1574,how many stars on the american flag,10,5,6,10,=,13.0,
679,how many counties in tennessee,10,6,4,10,=,95.0,
171,how many aldi stores are there in the united states,10,4,7,10,=,2000.0,
5136,how many tvet colleges in mpumalanga,10,2,9,10,=,35.0,
3870,how many floats in nyx parade,10,1,9,10,=,88.0,
9,how many apple stores are there,10,3,7,10,=,510.0,
205,how many amy's in the world,10,2,8,10,=,679754.0,
1169,how many duke players are in the nba,10,1,9,10,=,83.0,
2665,how many employees does jtv have,10,1,9,10,=,1575.0,
4138,how many terminals does pdx have,10,1,9,10,=,2.0,
5367,how many branches of utkarsh small finance bank,10,2,8,10,=,499.0,
2397,how many italian speakers in the world,10,4,7,10,=,63000000.0,
2107,how many icici bank branches in canada,10,1,9,10,=,7.0,
1639,how many factory workers in the us,10,2,8,10,=,12900000.0,
1721,how many gurkhas in british army,9,1,8,9,=,3500.0,
2585,how many juz in quran,10,8,3,10,=,30.0,
4103,how many pakistani live in usa,10,1,9,10,=,508116.0,
370,how many seats toyota aygo,10,3,7,10,=,2.0,
294,how many asean countries,10,1,9,10,=,10.0,
4502,how many rgb headers on b450 tomahawk max,9,2,7,9,=,2.0,
4194,how many teams qualify in pkl,10,3,7,10,=,6.0,
5276,how many students does unm have,10,1,9,10,=,17859.0,
1250,how many ef5 tornadoes,10,2,8,10,=,62.0,
2923,how many employees does kpf have,11,5,6,11,=,650.0,
4839,how many suns does tatooine have,10,10,3,10,=,2.0,
4337,how many planes does delta have,10,1,9,10,=,839.0,
2203,how many ihops are there in the us,10,4,6,10,=,1650.0,
4264,how many psu banks in india,10,5,5,10,=,12.0,
4269,how many psc scholars a year,10,1,9,10,=,92.0,
3285,how many mdc parties in zimbabwe,10,1,9,10,=,3.0,
2921,how many gates in koyna dam,9,7,2,9,=,6.0,
2119,how many branches of idbi bank,10,2,8,10,=,1892.0,
4441,how many branches of rbl in india,10,2,8,10,=,386.0,
4359,how many qubits does google have,10,5,5,10,=,53.0,
3810,how many nukes does the us have,10,1,9,10,=,6800.0,
2313,how many iocl refinery in india,10,1,9,10,=,80700000.0,
985,how many debates between trump and clinton,8,4,4,8,=,3.0,
3008,how many kyats in one singapore dollar,10,2,8,10,=,988.07,
2266,how many gmo food crops are there,10,1,9,10,=,10.0,
2017,how many doors hrv,9,1,8,9,=,3.0,
1592,how many fine artists in the us,10,1,9,10,=,30000.0,
1799,how many gtbank branches in lagos,10,1,9,10,=,231.0,
678,how many climate regions are in southeast asia,10,2,8,10,=,3.0,
644,how many catholics in the us,10,1,9,10,=,51000000.0,
768,how many counties in the us,10,2,8,10,=,3141.0,
5182,how many branches of ubl are there in pakistan,10,2,8,10,=,1390.0,
1910,how many hezbollah fighters in syria,10,1,9,10,=,1500.0,
3175,how many lpg companies are there in india,10,1,9,10,=,188.0,
4407,how many surah start with qul,10,8,4,10,=,5.0,
2936,how many kremil s should i take,10,1,9,10,=,2.0,
3233,how many mafia for 10 players,10,2,8,10,=,3.0,
4156,how many weeks does pfl pay,10,3,7,10,=,8.0,
2658,how many jsp implicit objects,10,3,7,10,=,9.0,
5286,how many unhybridized d orbitals in sp3d,8,3,6,8,=,5.0,
790,how many cfm bathroom fan,10,1,9,10,=,70.0,
4298,how many pueblos are in new mexico,10,6,5,10,=,19.0,
5266,how many ukrainian died in holodomor,9,1,8,9,=,3900000.0,
1791,how many grizzly bears in alaska,10,1,9,10,=,55000.0,
2040,how many hudson bay stores in canada,10,2,8,10,=,89.0,
1333,how many enrolled agents are there in the us,10,1,9,10,=,53000.0,
1502,how many terminals in rome fco airport,10,2,8,10,=,3.0,
2050,how many husbands did judy garland have,10,5,6,10,=,5.0,
4438,how many rbi offices are there in india,10,1,9,10,=,19.0,
3824,how many nuffield hospitals in uk,10,5,6,10,=,31.0,
3971,how many ojibwe speakers are there,8,1,7,8,=,8791.0,
2007,how many hotels does marriott have,10,3,8,10,=,6900.0,
4375,how many words end in qis,10,1,9,10,=,7.0,
1966,how many homeless in california,9,3,6,9,=,151278.0,
5139,how many tvr t350 were built,10,1,9,10,=,300.0,
672,how many ccd outlets in india,10,3,7,10,=,1752.0,
4189,how many pjs have died,10,1,9,10,=,450.0,
2459,how many jat population in india,9,1,8,9,=,82500000.0,
5159,how many uac offer rounds are there,10,2,8,10,=,1.0,
3230,how many members are in the missouri house of representatives,10,6,5,10,=,163.0,
828,how many counties are there in pennsylvania,10,6,4,10,=,67.0,
4878,how many languages are spoken in south africa,9,6,4,9,=,11.0,
2004,how many hospitals in new york,10,1,9,10,=,214.0,
4314,how many stores does pvh have,10,2,8,10,=,160.0,
804,how many viewers does cnbc have,10,1,9,10,=,5700000.0,
114,how many agni missiles india have,10,1,9,10,=,4.0,
3308,how many mev is 1 amu,8,5,3,8,=,931.5,
2269,how many immigrants are in the united states,10,1,9,10,=,47000000.0,
3815,how many panchayat in nuapada district,10,2,8,10,=,27.0,
3788,how many nso in roller derby,10,1,9,10,=,10.0,
3501,how many mvps does aaron rodgers have,10,1,9,10,=,3.0,
1680,how many gbk restaurants in uk,10,1,9,10,=,80.0,
1183,how many dynasties did ancient china have,10,2,9,10,=,13.0,
3536,how many native americans are there,10,3,7,10,=,5000000.0,
1501,how many terminals at rome fco,10,3,7,10,=,3.0,
3630,how many nevada unemployment claims,10,1,9,10,=,440761.0,
6013,how many zions bank locations are there,10,3,7,10,=,428.0,
4486,how many restaurants in the us,10,2,8,10,=,660755.0,
5748,how many children does donald trump have,10,4,6,10,=,5.0,
3101,how many cups have lfc won,10,3,8,10,=,6.0,
5382,how many acres is uwharrie national forest,10,5,5,10,=,51000.0,
3038,how many laliga has messi won,10,3,8,10,=,10.0,
5436,how many veyrons in the us,10,1,9,10,=,671.0,
5728,how many stars on new zealand flag,10,3,7,10,=,4.0,
5654,how many woqod petrol stations in qatar,10,3,7,10,=,100.0,
4392,how many qp to finish rfd,9,1,8,9,=,140.0,
513,how many members of bma,10,1,9,10,=,159000.0,
1178,how many runways does dubai airport have,10,3,7,10,=,2.0,
5290,how many uno cards are in a deck,10,5,5,10,=,108.0,
5773,how many xj220 are left,10,1,9,10,=,27.0,
3687,how many niv versions are there,10,1,9,10,=,177.0,
3371,how many mna in pakistan,10,1,9,10,=,342.0,
799,how many cnas in the us,10,2,8,10,=,1500000.0,
323,how many atlantis movies are there,10,1,9,10,=,2.0,
4574,how many roku users,10,2,8,10,=,30500000.0,
494,how many bjj red belts,8,3,6,8,=,39.0,
5334,how many using tiktok in india,10,2,8,10,=,120000000.0,
453,how many beverages does pepsi have,10,1,9,10,=,22.0,
67,how many aeon in malaysia,10,1,9,10,=,33.0,
4344,how many al qaeda members are there in the world,10,1,9,10,=,170.0,
4299,how many puerto rican soldiers died in ww1,10,1,9,10,=,747.0,
3137,how many block in lko,10,2,8,10,=,9.0,
1292,how many elderly in the us,10,1,9,10,=,47800000.0,
2686,how many justices are on the supreme court 2020,10,4,6,10,=,9.0,
1435,how many euro shams for king bed,10,16,1,10,=,3.0,
4162,how many physicians in the us,10,1,9,10,=,1100000.0,
4185,how many pioneers traveled the oregon trail,10,1,9,10,=,80000.0,
3135,how many lowe's stores are closing,10,3,7,10,=,20.0,
4503,how many rhode island's fit in alaska,10,3,7,10,=,425.0,
4592,how many rpo in delhi,10,1,9,10,=,4.0,
4854,how many sommeliers in the us,10,1,9,10,=,172.0,
468,how many employees do the bhf have,10,1,9,10,=,3000.0,
1684,gcih how many questions,10,1,9,10,=,150.0,
4778,how many panchayat in siwan,10,1,9,10,=,332.0,
942,how many players in cwl,9,1,8,9,=,50.0,
4287,how many psychologists in the us,10,1,9,10,=,106000.0,
2274,how many imu campuses in india,10,2,8,10,=,6.0,
4401,how many qsr restaurants in the us,10,2,8,10,=,660755.0,
1757,how many goc in indian army,10,1,9,10,=,13.0,
2485,how many jci accredited hospitals in thailand,10,2,8,10,=,66.0,
437,how many b corporations are there in the us,10,1,9,10,=,3300.0,
4724,how many sez in india,10,2,8,10,=,8.0,
5156,how many us citizens,10,2,8,10,=,331002651.0,
5766,how many countries does xinjiang border,10,3,7,10,=,8.0,
2508,how many go-jek drivers in singapore,10,1,9,10,=,1000000.0,
873,how many crs points required for canada express entry,10,1,9,10,=,1200.0,
1998,how many hogs are in the us,10,4,6,10,=,75000000.0,
1051,how many skyscrapers in houston,9,1,8,9,=,51.0,
1889,how many hdr formats are there,10,1,9,10,=,5.0,
5571,how many qualifiers in australian open,10,4,7,10,=,16.0,
727,how many cfb teams are there,10,8,4,10,=,130.0,
1328,how many enigma machines were captured,10,2,8,10,=,2.0,
2433,how many jaeger stores in uk,10,3,7,10,=,45.0,
3430,how many msas in california,10,1,9,10,=,26.0,
5383,how many campuses does uwi have,10,4,8,10,=,5.0,
3345,how many mii outfits in smash ultimate,9,1,8,9,=,56.0,
5656,how many lakes does wisconsin have,10,4,6,10,=,15000.0,
32,how many acres is rhode island,10,1,9,10,=,776960.0,
266,how many architects in the us,10,1,9,10,=,109748.0,
3360,how many mlc members are in ap,10,2,8,10,=,58.0,
3192,how many ceus for lsw in pa,10,3,7,10,=,30.0,
986,how many deer are in the united states,10,3,9,10,=,33500000.0,
3435,how many msmes are there in india,10,1,9,10,=,63050000.0,
2582,how many steps in jivdani temple virar,8,4,5,8,=,1465.0,
3287,how many mdf files sql server,10,3,8,10,=,1.0,
906,how many county in california,10,5,5,10,=,58.0,
718,how many ceu is acls,10,2,8,10,=,8.0,
2977,how many kuoni stores are there,10,1,9,10,=,40.0,
862,how many cpr chest compressions,10,6,4,10,=,30.0,
1827,how many generations from abraham to jesus,10,15,2,10,=,14.0,
1484,how many fbi agents,10,1,9,10,=,35000.0,
378,how many atv deaths in 2017,10,3,7,10,=,15250.0,
2594,how many countries does jlr operate in,10,1,9,10,=,169.0,
139,how many aiel are there,10,4,6,10,=,12.0,
371,how many ayat in ayatul kursi,8,5,4,8,=,255.0,
3507,how many approach in mvc,9,4,6,9,=,3.0,
5687,how many wto members are developing countries,10,2,8,10,=,150.0,
1917,how many hgtv brady bunch episodes,10,2,8,10,=,4.0,
1958,how many hizb in surah al baqarah,9,3,6,9,=,60.0,
2581,how many steps in jivdani temple,7,3,5,7,=,1465.0,
522,how many obese in usa,10,2,9,10,=,35000000.0,
5632,how many walmart stores in canada,10,2,8,10,=,408.0,
1075,how many dnos are there in the uk,10,6,5,10,=,14.0,
1612,how many frames does the ps5 have,9,3,6,9,=,120.0,
5262,how many uk medical schools,10,3,7,10,=,33.0,
2588,how many district in jk,10,4,6,10,=,22.0,
439,how many b corps are there in the us,10,1,9,10,=,2500.0,
4291,how many ptt station in thailand,10,2,8,10,=,1577.0,
3875,how many nzers died from spanish flu,10,2,8,10,=,8600.0,
671,how many ccd in india,10,2,8,10,=,1752.0,
1965,how many homeless in america,10,3,7,10,=,552830.0,
179,how many alligators are in florida,10,3,7,10,=,1250000.0,
406,how many navy seals die in training,9,2,7,9,=,9.0,
1076,how many dnos in uk,10,2,9,10,=,14.0,
5980,how many episodes of zemheri are there,8,2,6,8,=,10.0,
2168,how many ifrs are there in india,10,1,9,10,=,10.0,
2659,how many jsp tags are there,10,1,9,10,=,4.0,
2952,how many ksrtc buses in kerala,10,1,9,10,=,6241.0,
5257,how many uk civilians died in ww2,10,1,9,10,=,40000.0,
5899,how many bear yoyo cards are there,9,2,7,9,=,80.0,
4619,how many rtc buses in telangana,10,2,8,10,=,10460.0,
5077,how many tornadoes in oklahoma per year,10,1,9,10,=,126.0,
2709,how many jysk stores in ireland,10,4,7,10,=,40.0,
3965,how many physician assistants in the us,10,1,9,10,=,115500.0,
2869,how many klingon speakers,10,1,9,10,=,100.0,
1054,how many companies in dlf building hyderabad,10,1,9,10,=,40.0,
2424,how many james bond movies,10,2,8,10,=,26.0,
1577,how many florida keys are there,10,1,9,10,=,800.0,
2599,how many majors does jmu have,10,1,9,10,=,8.0,
2729,how many kaplan mcat books are there,10,5,5,10,=,7.0,
5211,how many uda is a filling,10,1,9,10,=,5.0,
3001,how many kvs school in india,10,2,9,10,=,1228.0,
3818,how many nuclear reactors are in the us,10,8,2,10,=,96.0,
4708,how many scs stores in uk,10,5,5,10,=,100.0,
4883,how many times srh won ipl,9,2,7,9,=,2.0,
43,how many admirals are in the navy,10,1,9,10,=,271.0,
1783,how many axis does grbl support,9,1,8,9,=,3.0,
1767,how many golf courses in california,10,1,9,10,=,921.0,
482,how many billionaires are there in the us,10,5,6,10,=,630.0,
2212,how many iit campus in india,10,2,8,10,=,16.0,
5981,how many wife zeus have,10,2,8,10,=,3.0,
4200,how many plcs are there in the uk,10,1,9,10,=,3500000.0,
1261,how many egot recipients are there,10,2,8,10,=,4.0,
148,how many ajax fans in london,8,3,5,8,=,2000.0,
3754,how many turns npt thread,10,3,7,10,=,2.0,
5865,how many idahoans enrolled with yhi in 2019,10,1,9,10,=,94430.0,
4048,how many orphans in the us,10,4,6,10,=,443000.0,
2450,how many jane does are there in the us,10,1,9,10,=,40000.0,
1293,how many electors are granted to the state of florida,10,2,8,10,=,538.0,
2937,how many kremil s to take,10,1,9,10,=,2.0,
2166,how many questions on ifm,10,3,7,10,=,30.0,
5047,how many tmb branches in india,10,1,9,10,=,509.0,
5500,how many vridh ashram in india,10,1,9,10,=,728.0,
5958,how many zaxby's are in georgia,10,1,9,10,=,242.0,
5677,how many employees does wsib have,10,1,9,10,=,528.0,
4706,how many scottish clans are there,10,1,9,10,=,500.0,
2410,how many ivy league schools in the us,10,5,5,10,=,8.0,
4780,how many trains chhapra to siwan,10,2,8,10,=,63.0,
726,how many cfb conferences,10,3,8,10,=,10.0,
4784,how many skylines are in the us,9,1,8,9,=,34.0,
784,how many cma in india,10,1,9,10,=,101.0,
1621,how many frs channels are there,10,3,7,10,=,22.0,
4750,how many shlokas are there in ramayana,10,5,5,10,=,24000.0,
1053,how many dlcs does skyrim have,9,1,8,9,=,3.0,
336,how many au is the solar system,11,2,9,11,=,122.0,
751,how many cif sections are there in california,10,1,9,10,=,13.0,
1469,how many faa employees are there,10,2,8,10,=,46000.0,
1316,how many ems died in 9/11,10,3,7,10,=,2977.0,
5145,how many texas rangers are there,10,2,8,10,=,166.0,
3751,how many countries signed npt,10,3,7,10,=,191.0,
463,how many brgy in philippines,10,1,9,10,=,42046.0,
2469,how many employees does jcb have,10,2,8,10,=,12000.0,
960,how many dams are in the us,10,2,8,10,=,84000.0,
6006,how many zimbabweans are in the us,10,2,8,10,=,45000.0,
5967,how many branches does zcc have,10,1,9,10,=,3870000.0,
5361,how many counties in utah,10,4,6,10,=,29.0,
4175,how many gates does phoenix have,10,1,9,10,=,100.0,
1373,how many ernest jones stores in uk,10,1,9,10,=,180.0,
5944,how many vanquish zagatos were made,9,3,6,9,=,28.0,
629,how many cafes are in paris,10,1,9,10,=,5000.0,
972,how many branch of dbbl in bangladesh,10,1,9,10,=,181.0,
3347,how many mips intel i7,10,1,9,10,=,238310.0,
1224,how many ecgs performed in the us,10,1,9,10,=,40000000.0,
3036,how many laliga barcelona have,10,3,7,10,=,26.0,
5457,how many channels on vhf tv dial,10,9,4,10,=,13.0,
213,how many a&w are there,10,1,9,10,=,1000.0,
2965,how many kudu are left in the world,10,1,9,10,=,118000.0,
5613,how many whataburgers are there in texas,10,1,9,10,=,126.0,
2475,how many jb hi fi stores in new zealand,10,1,9,10,=,15.0,
4410,how many times qul repeated in quran,10,6,4,10,=,332.0,
